id	title	description	link	image_link	availability	price	condition	brand	mpn	identifier_exists	google_product_category	product_type	shipping	shipping_label
DB-31-BLACK	Hanger Racks — Display Stand — Shelves DB-31 (BLACK) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DB-31 (BLACK) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/db-31-black/	https://www.storagesystem.com.my/feed-img/asset3__DB-31-Black.jpg	in_stock	2132.85 MYR	new	Tanko	DB-31-BLACK	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DB-31-WHITE	Hanger Racks — Display Stand — Shelves DB-31 (WHITE) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DB-31 (WHITE) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/db-31-white/	https://www.storagesystem.com.my/feed-img/asset3__DB-31-White.jpg	in_stock	2132.85 MYR	new	Tanko	DB-31-WHITE	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DB-32-BLACK	Hanger Racks — Display Stand — Shelves DB-32 (BLACK) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DB-32 (BLACK) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/db-32-black/	https://www.storagesystem.com.my/feed-img/asset3__DB-32-Black.jpg	in_stock	2337.70 MYR	new	Tanko	DB-32-BLACK	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DB-32-WHITE	Hanger Racks — Display Stand — Shelves DB-32 (WHITE) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DB-32 (WHITE) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/db-32-white/	https://www.storagesystem.com.my/feed-img/asset3__DB-32-White.jpg	in_stock	2337.70 MYR	new	Tanko	DB-32-WHITE	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DC-31-BLACK	Hanger Racks — Display Stand — Shelves DC-31 (BLACK) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DC-31 (BLACK) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/dc-31-black/	https://www.storagesystem.com.my/feed-img/asset3__DC-31-Black.jpg	in_stock	2241.30 MYR	new	Tanko	DC-31-BLACK	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DC-31-WHITE	Hanger Racks — Display Stand — Shelves DC-31 (WHITE) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DC-31 (WHITE) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/dc-31-white/	https://www.storagesystem.com.my/feed-img/asset3__DC-31-White.jpg	in_stock	2241.30 MYR	new	Tanko	DC-31-WHITE	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DC-32-BLACK	Hanger Racks — Display Stand — Shelves DC-32 (BLACK) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DC-32 (BLACK) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/dc-32-black/	https://www.storagesystem.com.my/feed-img/asset3__DC-32-Black.jpg	in_stock	2446.15 MYR	new	Tanko	DC-32-BLACK	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DC-32-WHITE	Hanger Racks — Display Stand — Shelves DC-32 (WHITE) — Steel, W1013xD496xH1663mm	Hanger Racks — Display Stand — Shelves DC-32 (WHITE) — Steel, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/db-3/dc-32-white/	https://www.storagesystem.com.my/feed-img/asset3__DC-32-White.jpg	in_stock	2446.15 MYR	new	Tanko	DC-32-WHITE	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
DD-31BLACK	Hanger Racks — Display Stand DD-31(BLACK) — Steel, Black, W1013xD496xH1663mm	Hanger Racks — Display Stand DD-31(BLACK) — Steel, Black, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Colour: Black. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/dd-3/dd-31black/	https://www.storagesystem.com.my/feed-img/asset3__DD-31-Black.jpg	in_stock	1964.15 MYR	new	Tanko	DD-31BLACK	no	4207	Hanger Racks > Black	MY::Selangor and Klang Valley:0 MYR	selangor-free
DD-31WHITE	Hanger Racks — Display Stand DD-31(WHITE) — Steel, White, W1013xD496xH1663mm	Hanger Racks — Display Stand DD-31(WHITE) — Steel, White, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Colour: White. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/dd-3/dd-31white/	https://www.storagesystem.com.my/feed-img/asset3__DD-31-White.jpg	in_stock	1964.15 MYR	new	Tanko	DD-31WHITE	no	4207	Hanger Racks > White	MY::Selangor and Klang Valley:0 MYR	selangor-free
DD-32BLACK	Hanger Racks — Display Stand DD-32(BLACK) — Steel, Black, W1013xD496xH1663mm	Hanger Racks — Display Stand DD-32(BLACK) — Steel, Black, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Colour: Black. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/dd-3/dd-32black/	https://www.storagesystem.com.my/feed-img/asset3__DD-32-Black.jpg	in_stock	2181.05 MYR	new	Tanko	DD-32BLACK	no	4207	Hanger Racks > Black	MY::Selangor and Klang Valley:0 MYR	selangor-free
DD-32WHITE	Hanger Racks — Display Stand DD-32(WHITE) — Steel, White, W1013xD496xH1663mm	Hanger Racks — Display Stand DD-32(WHITE) — Steel, White, W1013xD496xH1663mm. Dimensions: W1013xD496xH1663mm. Colour: White. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/dd-3/dd-32white/	https://www.storagesystem.com.my/feed-img/asset3__DD-32-White.jpg	in_stock	2181.05 MYR	new	Tanko	DD-32WHITE	no	4207	Hanger Racks > White	MY::Selangor and Klang Valley:0 MYR	selangor-free
KM-2204	Mobile Hanger Rack — Double-sided KM-2204 — Steel, Gray, W1050xD613xH1121 mm	Mobile Hanger Rack — Double-sided KM-2204 — Steel, Gray, W1050xD613xH1121 mm. Dimensions: W1050xD613xH1121 mm. Load capacity: 250kg. Colour: Gray. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/km-22/km-2204/	https://www.storagesystem.com.my/feed-img/asset3__KM-2204.jpg	in_stock	2169.00 MYR	new	Tanko	KM-2204	no	4207	Hanger Racks > Gray	MY::Selangor and Klang Valley:0 MYR	selangor-free
KM-2222	Mobile Hanger Rack — Double-sided KM-2222 — Steel, Gray, W1050xD613xH1121 mm	Mobile Hanger Rack — Double-sided KM-2222 — Steel, Gray, W1050xD613xH1121 mm. Dimensions: W1050xD613xH1121 mm. Load capacity: 250kg. Colour: Gray. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/km-22/km-2222/	https://www.storagesystem.com.my/feed-img/asset3__KM-2222.jpg	in_stock	1976.20 MYR	new	Tanko	KM-2222	no	4207	Hanger Racks > Gray	MY::Selangor and Klang Valley:0 MYR	selangor-free
KM-2240	Mobile Hanger Rack — Double-sided KM-2240 — Steel, Red, W1050xD613xH1121 mm	Mobile Hanger Rack — Double-sided KM-2240 — Steel, Red, W1050xD613xH1121 mm. Dimensions: W1050xD613xH1121 mm. Load capacity: 250kg. Colour: Red. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/km-22/km-2240/	https://www.storagesystem.com.my/feed-img/asset3__KM-2204.jpg	in_stock	1771.35 MYR	new	Tanko	KM-2240	no	4207	Hanger Racks > Red	MY::Selangor and Klang Valley:0 MYR	selangor-free
KM-2306	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2306 — Steel, Gray, W1072xD613xH1571 mm	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2306 — Steel, Gray, W1072xD613xH1571 mm. Dimensions: W1072xD613xH1571 mm. Load capacity: 250kg. Colour: Gray. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/km-23/km-2306/	https://www.storagesystem.com.my/feed-img/asset3__KM-2306.jpg	in_stock	2807.65 MYR	new	Tanko	KM-2306	no	4207	Hanger Racks > Gray	MY::Selangor and Klang Valley:0 MYR	selangor-free
KM-2324	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2324 — Steel, Gray, W1072xD613xH1571 mm	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2324 — Steel, Gray, W1072xD613xH1571 mm. Dimensions: W1072xD613xH1571 mm. Load capacity: 250kg. Colour: Gray. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/km-23/km-2324/	https://www.storagesystem.com.my/feed-img/asset3__KM-2324.jpg	in_stock	2614.85 MYR	new	Tanko	KM-2324	no	4207	Hanger Racks > Gray	MY::Selangor and Klang Valley:0 MYR	selangor-free
KM-2342	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2342 — Steel, Gray, W1072xD613xH1571 mm	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2342 — Steel, Gray, W1072xD613xH1571 mm. Dimensions: W1072xD613xH1571 mm. Load capacity: 250kg. Colour: Gray. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/km-23/km-2342/	https://www.storagesystem.com.my/feed-img/asset3__KM-2342.jpg	in_stock	2410.00 MYR	new	Tanko	KM-2342	no	4207	Hanger Racks > Gray	MY::Selangor and Klang Valley:0 MYR	selangor-free
KM-2360	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2360 — Steel, Black, W1072xD613xH1571 mm	Mobile Hanger Rack — Double-sided ❘ KM-23 KM-2360 — Steel, Black, W1072xD613xH1571 mm. Dimensions: W1072xD613xH1571 mm. Load capacity: 250kg. Colour: Black. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/km-23/km-2360/	https://www.storagesystem.com.my/feed-img/asset3__KM-2306.jpg	in_stock	2205.15 MYR	new	Tanko	KM-2360	no	4207	Hanger Racks > Black	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1303	Hanger Rack — Single-sided ❘ KR-13 KL-1303 — Steel, W971xD360xH1453mm	Hanger Rack — Single-sided ❘ KR-13 KL-1303 — Steel, W971xD360xH1453mm. Dimensions: W971xD360xH1453mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kl-1303/	https://www.storagesystem.com.my/feed-img/asset3__KL-1303.jpg	in_stock	1313.45 MYR	new	Tanko	KL-1303	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1312	Hanger Rack — Single-sided ❘ KR-13 KL-1312 — Steel, W971xD360xH1453mm	Hanger Rack — Single-sided ❘ KR-13 KL-1312 — Steel, W971xD360xH1453mm. Dimensions: W971xD360xH1453mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kl-1312/	https://www.storagesystem.com.my/feed-img/asset3__KL-1312.jpg	in_stock	1217.05 MYR	new	Tanko	KL-1312	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1321	Hanger Rack — Single-sided ❘ KR-13 KL-1321 — Steel, W971xD360xH1453mm	Hanger Rack — Single-sided ❘ KR-13 KL-1321 — Steel, W971xD360xH1453mm. Dimensions: W971xD360xH1453mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kl-1321/	https://www.storagesystem.com.my/feed-img/asset3__KL-1321.jpg	in_stock	1120.65 MYR	new	Tanko	KL-1321	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1330	Hanger Rack — Single-sided ❘ KR-13 KL-1330 — Steel, W971xD360xH1453mm	Hanger Rack — Single-sided ❘ KR-13 KL-1330 — Steel, W971xD360xH1453mm. Dimensions: W971xD360xH1453mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kl-1330/	https://www.storagesystem.com.my/feed-img/asset3__KL-1330.jpg	in_stock	1012.20 MYR	new	Tanko	KL-1330	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KR-1303	Hanger Rack — Single-sided ❘ KR-13 KR-1303 — Steel, W971xD360xH1453 mm	Hanger Rack — Single-sided ❘ KR-13 KR-1303 — Steel, W971xD360xH1453 mm. Dimensions: W971xD360xH1453 mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kr-1303/	https://www.storagesystem.com.my/feed-img/asset3__KR-1303.jpg	in_stock	1542.40 MYR	new	Tanko	KR-1303	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KR-1312	Hanger Rack — Single-sided ❘ KR-13 KR-1312 — Steel, W971xD360xH1453 mm	Hanger Rack — Single-sided ❘ KR-13 KR-1312 — Steel, W971xD360xH1453 mm. Dimensions: W971xD360xH1453 mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kr-1312/	https://www.storagesystem.com.my/feed-img/asset3__KR-1312.jpg	in_stock	1446.00 MYR	new	Tanko	KR-1312	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KR-1321	Hanger Rack — Single-sided ❘ KR-13 KR-1321 — Steel, W971xD360xH1453 mm	Hanger Rack — Single-sided ❘ KR-13 KR-1321 — Steel, W971xD360xH1453 mm. Dimensions: W971xD360xH1453 mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kr-1321/	https://www.storagesystem.com.my/feed-img/asset3__KR-1321.jpg	in_stock	1337.55 MYR	new	Tanko	KR-1321	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KR-1330	Hanger Rack — Single-sided ❘ KR-13 KR-1330 — Steel, W971xD360xH1453 mm	Hanger Rack — Single-sided ❘ KR-13 KR-1330 — Steel, W971xD360xH1453 mm. Dimensions: W971xD360xH1453 mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-13/kr-1330/	https://www.storagesystem.com.my/feed-img/asset3__KR-1330.jpg	in_stock	1241.15 MYR	new	Tanko	KR-1330	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1404	Hanger Rack — Single-sided ❘ KR-14 KL-1404 — Steel, W971xD360xH1903mm	Hanger Rack — Single-sided ❘ KR-14 KL-1404 — Steel, W971xD360xH1903mm. Dimensions: W971xD360xH1903mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-14/kl-1404/	https://www.storagesystem.com.my/feed-img/asset3__KL-1404.jpg	in_stock	1614.70 MYR	new	Tanko	KL-1404	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1413	Hanger Rack — Single-sided ❘ KR-14 KL-1413 — Steel, W971xD360xH1903mm	Hanger Rack — Single-sided ❘ KR-14 KL-1413 — Steel, W971xD360xH1903mm. Dimensions: W971xD360xH1903mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-14/kl-1413/	https://www.storagesystem.com.my/feed-img/asset3__KL-1413.jpg	in_stock	1518.30 MYR	new	Tanko	KL-1413	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1422	Hanger Rack — Single-sided ❘ KR-14 KL-1422 — Steel, W971xD360xH1903mm	Hanger Rack — Single-sided ❘ KR-14 KL-1422 — Steel, W971xD360xH1903mm. Dimensions: W971xD360xH1903mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-14/kl-1422/	https://www.storagesystem.com.my/feed-img/asset3__KL-1422.jpg	in_stock	1421.90 MYR	new	Tanko	KL-1422	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1431	Hanger Rack — Single-sided ❘ KR-14 KL-1431 — Steel, W971xD360xH1903mm	Hanger Rack — Single-sided ❘ KR-14 KL-1431 — Steel, W971xD360xH1903mm. Dimensions: W971xD360xH1903mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-14/kl-1431/	https://www.storagesystem.com.my/feed-img/asset3__KL-1431.jpg	in_stock	1313.45 MYR	new	Tanko	KL-1431	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KL-1440	Hanger Rack — Single-sided ❘ KR-14 KL-1440 — Steel, W971xD360xH1903mm	Hanger Rack — Single-sided ❘ KR-14 KL-1440 — Steel, W971xD360xH1903mm. Dimensions: W971xD360xH1903mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-14/kl-1440/	https://www.storagesystem.com.my/feed-img/asset3__KL-1440.jpg	in_stock	1217.05 MYR	new	Tanko	KL-1440	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
KR-1404	Hanger Rack — Single-sided ❘ KR-14 KR-1404 — Steel, W971xD360xH1903 mm	Hanger Rack — Single-sided ❘ KR-14 KR-1404 — Steel, W971xD360xH1903 mm. Dimensions: W971xD360xH1903 mm. Load capacity: 250kg. Part of the Tanko Hanger Racks range. Supplied in Malaysia by Primaxs Marketing (M) Sdn Bhd, the exclusive Tanko distributor since 2006. Stock held in Selangor and quoted in Ringgit. Free delivery and installation in Selangor and the Klang Valley; outstation delivery quoted separately. 1-year warranty against manufacturing defects, administered from our Selangor office.	https://www.storagesystem.com.my/hanger-rack/kr-14/kr-1404/	https://www.storagesystem.com.my/feed-img/asset3__KR-1404.jpg	in_stock	1915.95 MYR	new	Tanko	KR-1404	no	4207	Hanger Racks > Standard	MY::Selangor and Klang Valley:0 MYR	selangor-free
