sku_id,model_no,family,slug,url,combo,dimensions,material,load_capacity,image_count,first_image,local_image
A4L-104,A4L-104,Documents cabinet (Desktop),a4l-104,https://www.tanko.com.tw/en/products-detail/a4l-104/,"{""Model No."": ""A4L-104"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_DV6jkWpcE5.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-104.png
A4LM-10203,A4LM-10203,Documents cabinet (Desktop),a4l-104,https://www.tanko.com.tw/en/products-detail/a4l-104/,"{""Model No."": ""A4LM-10203"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_yo0BqgymVS.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4LM-10203.png
A4M-106,A4M-106,Documents cabinet (Desktop),a4l-104,https://www.tanko.com.tw/en/products-detail/a4l-104/,"{""Model No."": ""A4M-106"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_gAVbIBeYML.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-106.png
A4A-106,A4A-106,Documents cabinet (Desktop),a4l-104,https://www.tanko.com.tw/en/products-detail/a4l-104/,"{""Model No."": ""A4A-106"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_Lk39Idza6h.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-106.png
A4L-110,A4L-110,Documents cabinet (Floor-standing),a4l-110,https://www.tanko.com.tw/en/products-detail/a4l-110/,"{""Model No."": ""A4L-110"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_laHLESlNTn.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-110.png
A4M-115,A4M-115,Documents cabinet (Floor-standing),a4l-110,https://www.tanko.com.tw/en/products-detail/a4l-110/,"{""Model No."": ""A4M-115"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_uUSFbyzwUM.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-115.png
A4A-115,A4A-115,Documents cabinet (Floor-standing),a4l-110,https://www.tanko.com.tw/en/products-detail/a4l-110/,"{""Model No."": ""A4A-115"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C01_FM80NVwy9C.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-115.png
A4L-204P,A4L-204P,Documents cabinet (Desktop),a4l-204,https://www.tanko.com.tw/en/products-detail/a4l-204/,"{""Model No."": ""A4L-204P"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_S0C8JRyZpI.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-204P.png
A4M-206P,A4M-206P,Documents cabinet (Desktop),a4l-204,https://www.tanko.com.tw/en/products-detail/a4l-204/,"{""Model No."": ""A4M-206P"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_iN0zfO2faf.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-206P.png
A4A-206P,A4A-206P,Documents cabinet (Desktop),a4l-204,https://www.tanko.com.tw/en/products-detail/a4l-204/,"{""Model No."": ""A4A-206P"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C01_2kaHfn0wsz.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-206P.png
A4L-208,A4L-208,Documents cabinet (Desktop),a4l-204,https://www.tanko.com.tw/en/products-detail/a4l-204/,"{""Model No."": ""A4L-208"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_J0ITomuIfH.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-208.png
A4M-212,A4M-212,Documents cabinet (Desktop),a4l-204,https://www.tanko.com.tw/en/products-detail/a4l-204/,"{""Model No."": ""A4M-212"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_G88NolJWJR.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-212.png
A4A-212,A4A-212,Documents cabinet (Desktop),a4l-204,https://www.tanko.com.tw/en/products-detail/a4l-204/,"{""Model No."": ""A4A-212"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_VflIuklCBs.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-212.png
A4L-220,A4L-220,Documents cabinet (Floor-standing),a4l-220,https://www.tanko.com.tw/en/products-detail/a4l-220/,"{""Model No."": ""A4L-220"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_YTvgI6BW0C.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-220.png
A4A-230,A4A-230,Documents cabinet (Floor-standing),a4l-220,https://www.tanko.com.tw/en/products-detail/a4l-220/,"{""Model No."": ""A4A-230"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C01_E3tqgT9B4j.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-230.png
A4M-230,A4M-230,Documents cabinet (Floor-standing),a4l-220,https://www.tanko.com.tw/en/products-detail/a4l-220/,"{""Model No."": ""A4M-230"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_2Hm1hccNcL.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-230.png
A4L-330,A4L-330,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4L-330"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_3bdmW7SiIF.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-330.png
A4LM-32015,A4LM-32015,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4LM-32015"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_LAeOue8omS.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4LM-32015.png
A4M-345,A4M-345,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4M-345"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_jFWULqrAer.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-345.png
A4A-345,A4A-345,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4A-345"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C01_IGvdxvYsP9.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-345.png
A4L-336,A4L-336,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4L-336"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_ml0Aqoy6z5.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-336.png
A4LM-32418,A4LM-32418,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4LM-32418"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_5cLVQiWjek.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4LM-32418.png
A4M-354,A4M-354,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4M-354"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_75ilMxe9TN.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-354.png
A4A-354,A4A-354,Documents cabinet (Floor-standing),a4l-330,https://www.tanko.com.tw/en/products-detail/a4l-330/,"{""Model No."": ""A4A-354"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C01_hTSxhd2hnH.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-354.png
A4L-330D,A4L-330D,Documents cabinet (With doors),a4l-330d,https://www.tanko.com.tw/en/products-detail/a4l-330d/,"{""Model No."": ""A4L-330D"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_r11tqmMgK8.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4L-330D.png
A4M-345D,A4M-345D,Documents cabinet (With doors),a4l-330d,https://www.tanko.com.tw/en/products-detail/a4l-330d/,"{""Model No."": ""A4M-345D"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C07_bVJnlZwip2.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4M-345D.png
A4A-345D,A4A-345D,Documents cabinet (With doors),a4l-330d,https://www.tanko.com.tw/en/products-detail/a4l-330d/,"{""Model No."": ""A4A-345D"", ""Color"": ""White""}",,,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C01_zkMteanH5M.png,C:\Users\User\OneDrive\tanko seo\assets\product\A4A-345D.png
CEA-324,CEA-324,Parts Cabinet,cea-3,https://www.tanko.com.tw/en/products-detail/cea-3/,"{""Cabinet"": ""CEA-324"", ""Type"": ""Stand-alone""}",W600xD283xH720 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C27_LEVEHZVTw3.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEA-324.png
CEA-330,CEA-330,Parts Cabinet,cea-3,https://www.tanko.com.tw/en/products-detail/cea-3/,"{""Cabinet"": ""CEA-330"", ""Type"": ""Stand-alone""}",W600xD283xH720 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C27_Ajc8n1bKj0.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEA-330.png
CEA-330M,CEA-330M,Parts Cabinet,cea-3,https://www.tanko.com.tw/en/products-detail/cea-3/,"{""Cabinet"": ""CEA-330"", ""Type"": ""Mobile""}",W600xD283xH720 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25J13_Ia2mPSAUf3.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEA-330M.png
CEA-330D,CEA-330D,Parts Cabinet,cea-3,https://www.tanko.com.tw/en/products-detail/cea-3/,"{""Cabinet"": ""CEA-330D (with doors)"", ""Type"": ""Stand-alone""}",W600xD283xH720 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C27_yvIIYBFbws.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEA-330D.png
CEA-330DM,CEA-330DM,Parts Cabinet,cea-3,https://www.tanko.com.tw/en/products-detail/cea-3/,"{""Cabinet"": ""CEA-330D (with doors)"", ""Type"": ""Mobile""}",W600xD283xH720 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25J13_a9RuVi0eo3.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEA-330DM.png
CEH-324,CEH-324,Parts Cabinet,ceh-3,https://www.tanko.com.tw/en/products-detail/ceh-3/,"{""Cabinet"": ""CEH-324"", ""Type"": ""Stand-alone""}",W450xD240xH650 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C27_TVo10axlhj.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEH-324.png
CEH-448,CEH-448,Parts Cabinet,ceh-3,https://www.tanko.com.tw/en/products-detail/ceh-3/,"{""Cabinet"": ""CEH-448"", ""Type"": ""Stand-alone""}",W450xD240xH650 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C27_0ym1Gk8mlS.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEH-448.png
CEH-448M,CEH-448M,Parts Cabinet,ceh-3,https://www.tanko.com.tw/en/products-detail/ceh-3/,"{""Cabinet"": ""CEH-448"", ""Type"": ""Mobile""}",W450xD240xH650 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25J13_UvhAy44tAF.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEH-448M.png
CEH-448D,CEH-448D,Parts Cabinet,ceh-3,https://www.tanko.com.tw/en/products-detail/ceh-3/,"{""Cabinet"": ""CEH-448D (with doors)"", ""Type"": ""Stand-alone""}",W450xD240xH650 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C27_D7gB05Jbsz.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEH-448D.png
CEH-448DM,CEH-448DM,Parts Cabinet,ceh-3,https://www.tanko.com.tw/en/products-detail/ceh-3/,"{""Cabinet"": ""CEH-448D (with doors)"", ""Type"": ""Mobile""}",W450xD240xH650 mm,Cabinet ▸ Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25J13_ebn58duQYw.png,C:\Users\User\OneDrive\tanko seo\assets\product\CEH-448DM.png
DA-31 (White),DA-31 (White),Display Stand,da-3,https://www.tanko.com.tw/en/products-detail/da-3/,"{""Drawer Qty"": ""1"", ""Color"": ""White""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25A13_I3WGRWKOII.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DA-31 (White).jpg
DA-31 (Black),DA-31 (Black),Display Stand,da-3,https://www.tanko.com.tw/en/products-detail/da-3/,"{""Drawer Qty"": ""1"", ""Color"": ""Black""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C26_jp5fWBhV3Y.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DA-31 (Black).jpg
DA-32 (White),DA-32 (White),Display Stand,da-3,https://www.tanko.com.tw/en/products-detail/da-3/,"{""Drawer Qty"": ""2"", ""Color"": ""White""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25A13_4E25HjmFtF.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DA-32 (White).jpg
DA-32 (Black),DA-32 (Black),Display Stand,da-3,https://www.tanko.com.tw/en/products-detail/da-3/,"{""Drawer Qty"": ""2"", ""Color"": ""Black""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24C26_2lK41bVqUU.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DA-32 (Black).jpg
DB-31 (Black),DB-31 (Black),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""1 (Black)"", ""Shelf depth"": ""D310mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_GV2dcXUu8q.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DB-31 (Black).jpg
DC-31 (Black),DC-31 (Black),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""1 (Black)"", ""Shelf depth"": ""D410mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_m6KUmRoxvO.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DC-31 (Black).jpg
DB-31 (White),DB-31 (White),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""1 (White)"", ""Shelf depth"": ""D310mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_MYkqCnahoq.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DB-31 (White).jpg
DC-31 (White),DC-31 (White),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""1 (White)"", ""Shelf depth"": ""D410mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_HqmzcN2pce.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DC-31 (White).jpg
DB-32 (Black),DB-32 (Black),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""2 (Black)"", ""Shelf depth"": ""D310mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_j6qfutAWy3.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DB-32 (Black).jpg
DC-32 (Black),DC-32 (Black),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""2 (Black)"", ""Shelf depth"": ""D410mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_FCSGdKUw7z.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DC-32 (Black).jpg
DB-32 (White),DB-32 (White),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""2 (White)"", ""Shelf depth"": ""D310mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_RnnEsZ0WAJ.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DB-32 (White).jpg
DC-32 (White),DC-32 (White),Display Stand,db-3,https://www.tanko.com.tw/en/products-detail/db-3/,"{""Drawer Qty (Color)"": ""2 (White)"", ""Shelf depth"": ""D410mm""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_25H06_br6uwxSqxD.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DC-32 (White).jpg
DD-31(Black),DD-31(Black),Display Stand,dd-3,https://www.tanko.com.tw/en/products-detail/dd-3/,"{""Drawer Qty"": ""1"", ""Color"": ""Black""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_26A16_9Go1cKAev3.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DD-31(Black).jpg
DD-31(White),DD-31(White),Display Stand,dd-3,https://www.tanko.com.tw/en/products-detail/dd-3/,"{""Drawer Qty"": ""1"", ""Color"": ""White""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_26A16_0SlhoO8KZB.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DD-31(White).jpg
DD-32(Black),DD-32(Black),Display Stand,dd-3,https://www.tanko.com.tw/en/products-detail/dd-3/,"{""Drawer Qty"": ""2"", ""Color"": ""Black""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_26A16_2z8dbODL35.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DD-32(Black).jpg
DD-32(White),DD-32(White),Display Stand,dd-3,https://www.tanko.com.tw/en/products-detail/dd-3/,"{""Drawer Qty"": ""2"", ""Color"": ""White""}",W1013xD496xH1663mm,Steel,,1,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_26A16_I0YMPHAH4G.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\DD-32(White).jpg
EA-10051,EA-10051,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10051""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_dZOnvCewIE.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10051.jpg
EA-10052,EA-10052,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10052""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_DLJPnLeb5F.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10052.jpg
EA-10061,EA-10061,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10061""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_gsH8MBGhiB.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10061.jpg
EA-10062,EA-10062,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10062""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_iX8tbsPmsZ.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10062.jpg
EA-10071,EA-10071,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10071""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_IRm6SYGlas.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10071.jpg
EA-10072,EA-10072,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10072""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_Je0pPkCOzO.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10072.jpg
EA-10073,EA-10073,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10073""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_IN8sSEEpHM.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10073.jpg
EA-10091,EA-10091,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (standard drawer)"", ""Drawers"": ""10091""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_S8KpI0XkBz.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10091.jpg
EA-10051T,EA-10051T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10051""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_P3oMgpTc7o.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10051T.jpg
EA-10052T,EA-10052T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10052""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_slSPUNa1qI.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10052T.jpg
EA-10061T,EA-10061T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10061""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_W8RNfgyWNb.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10061T.jpg
EA-10062T,EA-10062T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10062""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_hPDPPFtA85.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10062T.jpg
EA-10071T,EA-10071T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10071""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_JRfI6P0PZw.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10071T.jpg
EA-10072T,EA-10072T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10072""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_dS1dqRx884.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10072T.jpg
EA-10073T,EA-10073T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10073""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_FSEA7YQEk1.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10073T.jpg
EA-10091T,EA-10091T,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EA (T drawer)"", ""Drawers"": ""10091""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_bigx0ntlWB.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EA-10091T.jpg
EB-10051,EB-10051,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EB (standard drawer)"", ""Drawers"": ""10051""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_7emsk09GK7.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EB-10051.jpg
EB-10052,EB-10052,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EB (standard drawer)"", ""Drawers"": ""10052""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_GmenZfvR2u.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EB-10052.jpg
EB-10061,EB-10061,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EB (standard drawer)"", ""Drawers"": ""10061""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_CmRWryFzpf.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EB-10061.jpg
EB-10062,EB-10062,Tool Cabinet - H1000,ea-10,https://www.tanko.com.tw/en/products-detail/ea-10/,"{""Cabinet (slide system)"": ""EB (standard drawer)"", ""Drawers"": ""10062""}",,,,2,https://www.tanko.com.tw/upload/catalog_package_b/ALL_catalog_package_24L10_jdZSKdXsEG.jpg,C:\Users\User\OneDrive\tanko seo\assets\product\EB-10062.jpg
